Iteration,Score,malus_conflict,malus_capacity,malus_spread,bonus_spread
60,-98.04166666667436,-688,-404,-67.2916666666669,61.24999999999987
61,-98.04166666667436,-688,-404,-67.2916666666669,61.24999999999987
62,-98.04166666667436,-688,-404,-67.2916666666669,61.24999999999987
63,-98.04166666667436,-688,-404,-67.2916666666669,61.24999999999987
64,-78.3750000000066,-670,-404,-69.79166666666686,65.41666666666654
65,-78.3750000000066,-670,-404,-69.79166666666686,65.41666666666654
66,-37.291666666674246,-656,-379,-67.70833333333356,65.41666666666654
67,-31.95833333334241,-652,-391,-67.70833333333356,78.75000000000003
68,-31.95833333334241,-652,-391,-67.70833333333356,78.75000000000003
69,-31.95833333334241,-652,-391,-67.70833333333356,78.75000000000003
70,-31.95833333334241,-652,-391,-67.70833333333356,78.75000000000003
71,-29.958333333342523,-650,-391,-67.70833333333356,78.75000000000003
72,-29.958333333342523,-650,-391,-67.70833333333356,78.75000000000003
73,-29.958333333342523,-650,-391,-67.70833333333356,78.75000000000003
74,-27.791666666675155,-652,-391,-63.54166666666691,78.75000000000003
75,-27.791666666675155,-652,-391,-63.54166666666691,78.75000000000003
76,-15.125000000008413,-660,-357,-63.54166666666691,65.41666666666654
77,-15.125000000008413,-660,-357,-63.54166666666691,65.41666666666654
78,-15.125000000008413,-660,-357,-63.54166666666691,65.41666666666654
79,-15.125000000008413,-660,-357,-63.54166666666691,65.41666666666654
80,-15.125000000008413,-660,-357,-63.54166666666691,65.41666666666654
81,-15.125000000008413,-660,-357,-63.54166666666691,65.41666666666654
82,-15.125000000008413,-660,-357,-63.54166666666691,65.41666666666654
83,-15.125000000008413,-660,-357,-63.54166666666691,65.41666666666654
84,-14.958333333343376,-664,-357,-59.37500000000023,65.41666666666654
85,-14.958333333343376,-664,-357,-59.37500000000023,65.41666666666654
86,-14.958333333343376,-664,-357,-59.37500000000023,65.41666666666654
87,-14.958333333343376,-664,-357,-59.37500000000023,65.41666666666654
88,-14.958333333343376,-664,-357,-59.37500000000023,65.41666666666654
89,-14.958333333343376,-664,-357,-59.37500000000023,65.41666666666654
90,-14.958333333343376,-664,-357,-59.37500000000023,65.41666666666654
91,-14.958333333343376,-664,-357,-59.37500000000023,65.41666666666654
92,-14.958333333343376,-664,-357,-59.37500000000023,65.41666666666654
93,-9.583333333342011,-668,-357,-50.00000000000012,65.41666666666654
94,-3.666666666676065,-660,-357,-52.08333333333348,65.41666666666654
95,18.49999999999079,-642,-357,-47.916666666666764,65.41666666666654
96,20.49999999999062,-640,-357,-47.916666666666764,65.41666666666654
97,28.49999999999062,-632,-357,-47.916666666666764,65.41666666666654
98,28.49999999999062,-632,-357,-47.916666666666764,65.41666666666654
99,46.24999999998818,-608,-357,-54.166666666666835,65.41666666666654
100,59.249999999987836,-596,-356,-54.166666666666835,65.41666666666654
101,59.49999999998795,-592,-356,-57.91666666666688,65.41666666666654
102,71.4999999999871,-580,-356,-57.91666666666688,65.41666666666654
103,71.4999999999871,-580,-356,-57.91666666666688,65.41666666666654
104,91.49999999998812,-594,-322,-57.91666666666688,65.41666666666654
105,91.49999999998812,-594,-322,-57.91666666666688,65.41666666666654
106,91.49999999998812,-594,-322,-57.91666666666688,65.41666666666654
107,98.91666666665293,-592,-327,-57.91666666666688,75.83333333333333
108,98.91666666665293,-592,-327,-57.91666666666688,75.83333333333333
109,98.91666666665293,-592,-327,-57.91666666666688,75.83333333333333
110,120.91666666665287,-590,-307,-57.91666666666688,75.83333333333333
111,120.91666666665287,-590,-307,-57.91666666666688,75.83333333333333
112,120.91666666665287,-590,-307,-57.91666666666688,75.83333333333333
113,183.91666666664895,-590,-279,-57.91666666666688,110.83333333333373
114,183.91666666664895,-590,-279,-57.91666666666688,110.83333333333373
115,183.91666666664895,-590,-279,-57.91666666666688,110.83333333333373
116,183.91666666664895,-590,-279,-57.91666666666688,110.83333333333373
117,183.91666666664895,-590,-279,-57.91666666666688,110.83333333333373
118,186.83333333331484,-580,-284,-60.000000000000234,110.83333333333373
119,186.83333333331484,-580,-284,-60.000000000000234,110.83333333333373
120,186.83333333331484,-580,-284,-60.000000000000234,110.83333333333373
121,186.83333333331484,-580,-284,-60.000000000000234,110.83333333333373
122,186.83333333331484,-580,-284,-60.000000000000234,110.83333333333373
123,186.83333333331484,-580,-284,-60.000000000000234,110.83333333333373
124,186.83333333331484,-580,-284,-60.000000000000234,110.83333333333373
125,186.83333333331484,-580,-284,-60.000000000000234,110.83333333333373
126,186.83333333331484,-580,-284,-60.000000000000234,110.83333333333373
127,194.83333333331444,-572,-284,-60.000000000000234,110.83333333333373
128,202.99999999998118,-568,-284,-55.83333333333352,110.83333333333373
129,202.99999999998118,-568,-284,-55.83333333333352,110.83333333333373
130,204.99999999998107,-566,-284,-55.83333333333352,110.83333333333373
131,205.95833333331638,-568,-275,-61.87500000000005,110.83333333333373
132,205.95833333331638,-568,-275,-61.87500000000005,110.83333333333373
133,205.95833333331638,-568,-275,-61.87500000000005,110.83333333333373
134,205.95833333331638,-568,-275,-61.87500000000005,110.83333333333373
135,205.95833333331638,-568,-275,-61.87500000000005,110.83333333333373
136,205.95833333331638,-568,-275,-61.87500000000005,110.83333333333373
137,205.95833333331638,-568,-275,-61.87500000000005,110.83333333333373
138,207.95833333331626,-566,-275,-61.87500000000005,110.83333333333373
139,207.95833333331626,-566,-275,-61.87500000000005,110.83333333333373
140,207.95833333331626,-566,-275,-61.87500000000005,110.83333333333373
141,207.95833333331626,-566,-275,-61.87500000000005,110.83333333333373
142,207.95833333331626,-566,-275,-61.87500000000005,110.83333333333373
143,207.95833333331626,-566,-275,-61.87500000000005,110.83333333333373
144,218.83333333331626,-562,-275,-59.58333333333336,115.41666666666711
145,218.83333333331626,-562,-275,-59.58333333333336,115.41666666666711
146,218.83333333331626,-562,-275,-59.58333333333336,115.41666666666711
147,218.83333333331626,-562,-275,-59.58333333333336,115.41666666666711
148,218.83333333331626,-562,-275,-59.58333333333336,115.41666666666711
149,218.83333333331626,-562,-275,-59.58333333333336,115.41666666666711
150,218.83333333331626,-562,-275,-59.58333333333336,115.41666666666711
151,250.16666666664804,-560,-259,-59.58333333333336,128.75000000000057
152,250.16666666664804,-560,-259,-59.58333333333336,128.75000000000057
153,250.16666666664804,-560,-259,-59.58333333333336,128.75000000000057
154,256.41666666664696,-550,-259,-63.3333333333334,128.75000000000057
155,256.41666666664696,-550,-259,-63.3333333333334,128.75000000000057
156,256.41666666664696,-550,-259,-63.3333333333334,128.75000000000057
157,256.41666666664696,-550,-259,-63.3333333333334,128.75000000000057
158,258.4166666666475,-560,-247,-63.3333333333334,128.75000000000057
159,258.4166666666475,-560,-247,-63.3333333333334,128.75000000000057
160,258.4166666666475,-560,-247,-63.3333333333334,128.75000000000057
161,258.4166666666475,-560,-247,-63.3333333333334,128.75000000000057
162,258.4166666666475,-560,-247,-63.3333333333334,128.75000000000057
163,258.4166666666475,-560,-247,-63.3333333333334,128.75000000000057
164,262.41666666664736,-556,-247,-63.3333333333334,128.75000000000057
165,262.41666666664736,-556,-247,-63.3333333333334,128.75000000000057
166,266.5833333333144,-556,-247,-59.166666666666686,128.75000000000057
167,266.5833333333144,-556,-247,-59.166666666666686,128.75000000000057
168,266.5833333333144,-556,-247,-59.166666666666686,128.75000000000057
169,266.5833333333144,-556,-247,-59.166666666666686,128.75000000000057
170,266.5833333333144,-556,-247,-59.166666666666686,128.75000000000057
171,274.49999999998033,-556,-247,-59.166666666666686,136.66666666666706
172,274.49999999998033,-556,-247,-59.166666666666686,136.66666666666706
173,274.49999999998033,-556,-247,-59.166666666666686,136.66666666666706
174,274.49999999998033,-556,-247,-59.166666666666686,136.66666666666706
175,275.58333333331313,-552,-247,-62.083333333333385,136.66666666666706
176,275.58333333331313,-552,-247,-62.083333333333385,136.66666666666706
177,275.58333333331313,-552,-247,-62.083333333333385,136.66666666666706
178,275.58333333331313,-552,-247,-62.083333333333385,136.66666666666706
179,275.58333333331313,-552,-247,-62.083333333333385,136.66666666666706
180,287.58333333331313,-552,-235,-62.083333333333385,136.66666666666706
181,287.58333333331313,-552,-235,-62.083333333333385,136.66666666666706
182,287.58333333331313,-552,-235,-62.083333333333385,136.66666666666706
183,289.58333333331313,-550,-235,-62.083333333333385,136.66666666666706
184,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
185,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
186,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
187,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
188,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
189,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
190,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
191,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
192,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
193,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
194,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
195,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
196,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
197,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
198,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
199,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
200,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
201,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
202,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
203,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
204,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
205,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
206,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
207,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
208,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
209,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
210,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
211,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
212,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
213,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
214,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
215,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
216,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
217,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
218,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
219,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
220,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
221,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
222,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
223,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
224,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
225,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
226,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
227,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
228,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
229,297.58333333331313,-542,-235,-62.083333333333385,136.66666666666706
230,315.0833333333152,-536,-201,-62.083333333333385,114.1666666666671
231,315.0833333333152,-536,-201,-62.083333333333385,114.1666666666671
232,315.0833333333152,-536,-201,-62.083333333333385,114.1666666666671
233,315.0833333333152,-536,-201,-62.083333333333385,114.1666666666671
234,315.0833333333152,-536,-201,-62.083333333333385,114.1666666666671
235,315.0833333333152,-536,-201,-62.083333333333385,114.1666666666671
236,315.0833333333152,-536,-201,-62.083333333333385,114.1666666666671
237,315.0833333333152,-536,-201,-62.083333333333385,114.1666666666671
238,325.95833333331495,-532,-201,-63.541666666666686,122.50000000000053
239,325.95833333331495,-532,-201,-63.541666666666686,122.50000000000053
240,325.95833333331495,-532,-201,-63.541666666666686,122.50000000000053
241,325.95833333331495,-532,-201,-63.541666666666686,122.50000000000053
242,325.95833333331495,-532,-201,-63.541666666666686,122.50000000000053
243,329.54166666664923,-518,-201,-63.541666666666686,112.08333333333374
244,329.54166666664923,-518,-201,-63.541666666666686,112.08333333333374
245,329.54166666664923,-518,-201,-63.541666666666686,112.08333333333374
246,329.54166666664923,-518,-201,-63.541666666666686,112.08333333333374
247,331.70833333331666,-520,-201,-59.37499999999997,112.08333333333374
248,331.70833333331666,-520,-201,-59.37499999999997,112.08333333333374
249,331.70833333331666,-520,-201,-59.37499999999997,112.08333333333374
250,331.70833333331666,-520,-201,-59.37499999999997,112.08333333333374
251,335.62499999998295,-514,-201,-61.45833333333333,112.08333333333374
252,380.62499999998295,-508,-162,-61.45833333333333,112.08333333333374
253,380.62499999998295,-508,-162,-61.45833333333333,112.08333333333374
254,380.62499999998295,-508,-162,-61.45833333333333,112.08333333333374
255,380.62499999998295,-508,-162,-61.45833333333333,112.08333333333374
256,398.37499999998363,-494,-162,-57.708333333333286,112.08333333333374
257,398.37499999998363,-494,-162,-57.708333333333286,112.08333333333374
258,398.37499999998363,-494,-162,-57.708333333333286,112.08333333333374
259,398.37499999998363,-494,-162,-57.708333333333286,112.08333333333374
260,398.37499999998363,-494,-162,-57.708333333333286,112.08333333333374
261,398.37499999998363,-494,-162,-57.708333333333286,112.08333333333374
262,398.37499999998363,-494,-162,-57.708333333333286,112.08333333333374
263,398.37499999998363,-494,-162,-57.708333333333286,112.08333333333374
264,398.37499999998363,-494,-162,-57.708333333333286,112.08333333333374
265,400.1249999999843,-496,-162,-53.95833333333326,112.08333333333374
266,400.1249999999843,-496,-162,-53.95833333333326,112.08333333333374
267,400.1249999999843,-496,-162,-53.95833333333326,112.08333333333374
268,400.1249999999843,-496,-162,-53.95833333333326,112.08333333333374
269,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
270,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
271,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
272,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
273,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
274,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
275,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
276,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
277,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
278,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
279,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
280,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
281,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
282,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
283,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
284,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
285,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
286,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
287,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
288,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
289,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
290,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
291,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
292,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
293,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
294,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
295,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
296,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
297,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
298,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
299,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
300,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
301,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
302,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
303,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
304,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
305,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
306,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
307,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
308,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
309,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
310,404.1249999999843,-492,-162,-53.95833333333326,112.08333333333374
311,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
312,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
313,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
314,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
315,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
316,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
317,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
318,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
319,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
320,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
321,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
322,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
323,423.29166666665196,-514,-135,-45.62499999999999,117.91666666666714
324,432.74999999998477,-506,-135,-44.16666666666668,117.91666666666714
325,432.74999999998477,-506,-135,-44.16666666666668,117.91666666666714
326,432.74999999998477,-506,-135,-44.16666666666668,117.91666666666714
327,432.74999999998477,-506,-135,-44.16666666666668,117.91666666666714
328,432.74999999998477,-506,-135,-44.16666666666668,117.91666666666714
329,432.74999999998477,-506,-135,-44.16666666666668,117.91666666666714
330,435.12499999998533,-508,-135,-39.79166666666667,117.91666666666714
331,435.12499999998533,-508,-135,-39.79166666666667,117.91666666666714
332,435.12499999998533,-508,-135,-39.79166666666667,117.91666666666714
333,435.12499999998533,-508,-135,-39.79166666666667,117.91666666666714
334,435.12499999998533,-508,-135,-39.79166666666667,117.91666666666714
335,435.12499999998533,-508,-135,-39.79166666666667,117.91666666666714
336,435.12499999998533,-508,-135,-39.79166666666667,117.91666666666714
337,435.12499999998533,-508,-135,-39.79166666666667,117.91666666666714
338,444.54166666665105,-538,-106,-39.79166666666667,128.3333333333339
339,444.54166666665105,-538,-106,-39.79166666666667,128.3333333333339
340,447.95833333331666,-540,-106,-41.87499999999999,135.83333333333374
341,447.95833333331666,-540,-106,-41.87499999999999,135.83333333333374
342,447.95833333331666,-540,-106,-41.87499999999999,135.83333333333374
343,447.95833333331666,-540,-106,-41.87499999999999,135.83333333333374
344,447.95833333331666,-540,-106,-41.87499999999999,135.83333333333374
345,447.95833333331666,-540,-106,-41.87499999999999,135.83333333333374
346,447.95833333331666,-540,-106,-41.87499999999999,135.83333333333374
347,447.95833333331666,-540,-106,-41.87499999999999,135.83333333333374
348,447.95833333331666,-540,-106,-41.87499999999999,135.83333333333374
349,455.3749999999834,-538,-101,-41.45833333333332,135.83333333333374
350,455.3749999999834,-538,-101,-41.45833333333332,135.83333333333374
351,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
352,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
353,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
354,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
355,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
356,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
357,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
358,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
359,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
360,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
361,459.5833333333168,-534,-101,-41.250000000000014,135.83333333333374
362,488.0833333333147,-528,-101,-41.250000000000014,158.33333333333323
363,488.0833333333147,-528,-101,-41.250000000000014,158.33333333333323
364,495.0833333333147,-520,-102,-41.250000000000014,158.33333333333323
365,495.0833333333147,-520,-102,-41.250000000000014,158.33333333333323
366,495.0833333333147,-520,-102,-41.250000000000014,158.33333333333323
367,495.0833333333147,-520,-102,-41.250000000000014,158.33333333333323
368,507.1249999999792,-514,-102,-35.2083333333333,158.33333333333323
369,507.1249999999792,-514,-102,-35.2083333333333,158.33333333333323
370,507.1249999999792,-514,-102,-35.2083333333333,158.33333333333323
371,507.1249999999792,-514,-102,-35.2083333333333,158.33333333333323
372,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
373,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
374,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
375,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
376,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
377,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
378,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
379,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
380,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
381,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
382,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
383,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
384,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
385,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
386,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
387,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
388,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
389,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
390,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
391,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
392,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
393,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
394,509.1249999999792,-512,-102,-35.2083333333333,158.33333333333323
395,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
396,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
397,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
398,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
399,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
400,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
401,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
402,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
403,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
404,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
405,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
406,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
407,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
408,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
409,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
410,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
411,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
412,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
413,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
414,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
415,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
416,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
417,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
418,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
419,525.1249999999792,-496,-102,-35.2083333333333,158.33333333333323
